ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _yoast_wpseo_metadesc
,simple,F03119,"Scraper Wooden Beech Handle (Putty Knife) 2.5"" - 65MM",1,,visible,ALCO 65mm putty knife with wooden beech handle for scraping and filling.,"The ALCO Scraper Wooden Beech Handle is an essential tool for any painting and decorating project. This 65mm (2.5"") putty knife features a sturdy beech wooden handle and flexible steel blade, perfect for scraping paint, filling gaps, and smoothing surfaces. Ideal for both professional decorators and DIY enthusiasts tackling home renovation tasks.",,,taxable,,1,398,3,0,0,0.25,30.5,7.0,4.5,1,,,15.29,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","putty knife, scraper, painting tools, decorating, beech handle, 65mm, alco, diy tools, wall preparation, paint scraper, home improvement, surface prep",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-1000x1000.jpeg,,,,,,,,,,ALCO,,,,,"ALCO 65mm Wooden Beech Handle Putty Knife - Essential scraper for painting, decorating and surface prep. R15.29"
,simple,F03122,"Scraper Wooden Beech Handle (Putty Knife) 4"" - 100MM",1,,visible,ALCO 100MM wooden beech handle scraper for painting and surface prep work.,"The ALCO 100MM Wooden Beech Handle Scraper is an essential tool for any painting and decorating project. Featuring a durable wooden beech handle and sturdy putty knife blade, this 4-inch scraper effortlessly removes old paint, wallpaper, and surface debris. Perfect for preparing walls before painting or tackling renovation work around your South African home.",,,taxable,,1,608,3,0,0,0.2,25.4,6.5,3.0,1,,,18.51,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","scraper, putty knife, 100mm, wooden handle, beech handle, painting tools, decorating, surface prep, wall preparation, paint removal, alco tools, hardware",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-500x500.jpeg,,,,,,,,,,ALCO,,,,,ALCO 100MM Scraper with wooden beech handle. Ideal for paint removal and wall prep. Durable putty knife for DIY and professional use. R18.51
,simple,F03117,"Scraper Wooden Beech Handle (Putty Knife) 1.5"" - 38MM",1,,visible,ALCO 38MM wooden beech handle scraper for painting and decorating work.,"The ALCO Scraper with wooden beech handle is an essential tool for any painting or decorating project. This 38MM (1.5"") putty knife features a sturdy beech wood handle and durable steel blade, perfect for scraping paint, filling cracks, and applying putty. Ideal for both professional painters and DIY enthusiasts tackling home renovation tasks.",,,taxable,,1,441,3,0,0,0.23,35.0,6.0,4.0,1,,,12.8,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","scraper, putty knife, painting tools, decorating, beech handle, 38mm, diy tools, hardware, home improvement, paint scraper, builder tools, south african hardware",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-1000x1000.jpeg,,,,,,,,,,ALCO,,,,,ALCO 38MM Scraper Wooden Beech Handle - Durable putty knife for painting & decorating. Essential DIY tool. Shop now at great value.
,simple,F03120,"Scraper Wooden Beech Handle (Putty Knife) 3"" - 75MM",1,,visible,Durable 75mm putty knife with wooden beech handle for painting and scraping.,"The ALCO 75mm Putty Knife features a durable wooden beech handle with a sturdy steel blade, perfect for scraping, filling, and smoothing surfaces during painting and decorating projects. Its compact 3-inch size makes it ideal for detailed work on walls, woodwork, and trim. A must-have tool for both professional painters and DIY enthusiasts tackling interior renovations.",,,taxable,,1,43,3,0,0,0.2,25.0,8.0,4.0,1,,,16.02,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","putty knife, scraper, painting tools, decorating, beech handle, 75mm, alco tools, wall preparation, diy tools, home improvement, hardware tools, surface preparation",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-1000x1000.jpeg,,,,,,,,,,ALCO,,,,,ALCO 75mm Putty Knife with wooden beech handle. Ideal for scraping and filling in painting projects. Quality decorating tool at R16.02
,simple,F03123,"Scraper Wooden Beech Handle (Putty Knife) 5"" - 125MM",1,,visible,Durable 125mm putty knife with wooden beech handle for scraping and finishing work.,"The ALCO Wooden Beech Handle Scraper is a versatile 125mm putty knife ideal for scraping, smoothing, and finishing work on walls, ceilings, and surfaces. Featuring a durable beech wooden handle and sturdy blade, this tool is essential for paint preparation, plaster work, and general decorating tasks around your home or workplace.",,,taxable,,1,758,3,0,0,0.15,32.0,8.0,4.0,1,,,20.43,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","putty knife, scraper, beech handle, 125mm, painting tools, decorating, wall scraper, plaster tools, surface preparation, alco tools, hardware tools, diy",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-1000x1000.jpeg,,,,,,,,,,ALCO,,,,,"ALCO 125mm Wooden Beech Handle Scraper - Durable putty knife for painting, decorating and surface prep. R20.43"
,simple,F03118,"Scraper Wooden Beech Handle (Putty Knife) 2"" - 50MM",1,,visible,50MM putty knife scraper with sturdy beech wood handle for painting prep.,"The ALCO 50MM wooden beech handle scraper is an essential tool for any painting or decorating project. Featuring a sturdy beech wood handle and durable blade, this 2-inch putty knife effortlessly removes old paint, wallpaper, and surface debris. Perfect for surface preparation before painting, plastering repairs, or general scraping tasks around your home.",,,taxable,,1,149,3,0,0,0.25,28.0,6.5,3.0,1,,,14.41,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","scraper, putty knife, 50mm, beech handle, painting tools, decorating, surface prep, paint removal, wallpaper scraper, alco, hardware, diy",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-500x500.jpeg,,,,,,,,,,ALCO,,,,,ALCO 50MM wooden beech handle scraper - durable putty knife for paint removal and surface prep. Only R14.41.
,simple,F03121,"Scraper Wooden Beech Handle (Putty Knife) 3.5"" - 90MM",1,,visible,Professional-grade 90mm putty knife with wooden beech handle.,"The ALCO Scraper Putty Knife features a durable wooden beech handle with a 90mm (3.5"") flexible steel blade, ideal for scraping, smoothing, and applying putty or filler during painting and decorating projects. Its ergonomic handle provides comfortable grip for extended use, while the quality steel blade resists rust and bending. Perfect for DIY enthusiasts and professionals tackling wall repairs, paint prep, and general scraping tasks around the home.",,,taxable,,1,630,3,0,0,0.25,25.0,10.0,3.0,1,,,16.9,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","putty knife, scraper, painting tools, decorating, wall filler, beech handle, 90mm, diy tools, home improvement, paint prep, plaster scraper, finishing tool",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-500x500.jpeg,,,,,,,,,,ALCO,,,,,"ALCO 90mm Putty Knife with wooden beech handle. Professional scraper for painting, decorating & wall repairs. Durable & affordable. Buy online."
,simple,F03124,"Scraper Wooden Beech Handle (Putty Knife) 6"" - 150MM",1,,visible,Professional-grade 150mm scraper with beech handle for paint removal and surface prep.,"The ALCO 150mm Wooden Beech Handle Scraper is an essential tool for professional painters and DIY enthusiasts tackling wall preparation, paint removal, and surface scraping tasks. Featuring a sturdy beech wood handle and durable steel blade, this 6-inch putty knife delivers precision and control for clean, efficient scraping on plaster, drywall, and painted surfaces. Ideal for prep work before painting or wallpapering projects around the home.",,,taxable,,1,777,3,0,0,0.25,38.0,8.0,4.0,1,,,22.46,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","scraper, putty knife, 150mm, beech handle, alco, paint scraper, wall prep, drywall tool, decorating tool, surface scraper, painter tool, home improvement",,https://5.imimg.com/data5/SELLER/Default/2023/8/336288284/QR/HF/QI/77622695/wooden-handle-putty-knife-500x500.jpeg,,,,,,,,,,ALCO,,,,,ALCO 150mm Scraper with wooden beech handle. Essential putty knife for paint removal and wall preparation. Shop quality painting tools online.
,simple,F03090,"Wide Scraper (Putty Knife) Rubber Handle 6""",1,,visible,"ALCO 6"" wide scraper with rubber handle for paint removal and surface prep.","The ALCO 6"" Wide Scraper is an essential tool for any painting and decorating project. Featuring a durable wide blade and comfortable rubber handle for extended use, it efficiently removes paint, putty, and surface debris. Ideal for wall preparation, scraping fixtures, and general surface cleaning around the home.",,,taxable,,1,351,3,0,0,0.25,18.0,7.0,3.0,1,,,19.24,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","scraper, putty knife, paint scraper, wide scraper, decorating tools, surface prep, paint removal, diy tools, home improvement, alco brand, hardware tools, wall preparation",,https://image.made-in-china.com/2f0j00NoWcBPnhAfbT/Plastic-Putty-Knife-Scraper-with-Rubber-Handle.jpg,,,,,,,,,,ALCO,,,,,"ALCO 6"" Wide Scraper with rubber handle - R19.24. Perfect for paint removal and surface preparation. Essential decorating tool."
,simple,F03091,"Wide Scraper (Putty Knife) Rubber Handle 8""",1,,visible,"8"" wide scraper putty knife with ergonomic rubber handle for paint removal.","The ALCO 8"" Wide Scraper with rubber handle is the go-to tool for removing paint, wallpaper, and stubborn surface buildup. The wide blade distributes pressure evenly across larger areas, while the comfortable rubber grip reduces hand fatigue during extended use. Perfect for DIY painters and professionals tackling interior decoration projects.",,,taxable,,1,262,3,0,0,0.35,20.0,9.0,3.0,1,,,24.07,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","scraper, putty knife, paint scraper, wide blade, rubber handle, alco, painting tools, decorating, wallpaper removal, surface prep, hand tools, diy",,https://m.media-amazon.com/images/I/71S69nm4wyL._AC_SX679_.jpg,,,,,,,,,,ALCO,,,,,"ALCO 8"" Wide Scraper with rubber handle for paint and wallpaper removal. Comfortable grip, perfect for painting and decorating projects. R24.07"
,simple,F03092,"Wide Scraper (Putty Knife) Rubber Handle 10""",1,,visible,"ALCO 10"" putty knife with rubber grip for paint scraping and surface prep.","The ALCO 10"" Wide Scraper with comfortable rubber handle is essential for scraping paint, wallpaper, and surface prep work. The wide blade distributes pressure evenly for efficient coverage, while the ergonomic rubber grip reduces hand fatigue during extended use. Perfect for DIY painters and professionals tackling interior and exterior projects.",,,taxable,,1,108,3,0,0,0.35,27.0,10.0,4.0,1,,,32.12,"All Products, Hardware, Hardware > Cutting & Grinding, Hardware > Painting & Decorating","putty knife, paint scraper, wide scraper, surface prep, decorating tools, alco tools, paint removal, wallpaper scraper, diy tools, hand tools, construction, home improvement",,https://i.ebayimg.com/images/g/qpsAAOSwgjNhSdGI/s-l1200.webp,,,,,,,,,,ALCO,,,,,"ALCO 10"" Wide Scraper with rubber handle for paint and wallpaper removal. Professional-grade putty knife for effective surface prep. R32.12"
,simple,F03573,"Trowel Bricklaying Ruby Handle 8""",1,,visible,"Professional 8"" bricklaying trowel with comfortable ruby handle grip.","The Impulse 8"" Trowel Bricklaying with Ruby Handle is an essential tool for bricklayers, plasterers, and DIY enthusiasts. The comfortable ruby handle provides excellent grip control during extended use, while the 8"" blade is perfectly sized for spreading mortar, grout, and plaster on masonry projects. Built for durability and precision in South African construction and renovation work.",,,taxable,,1,474,3,0,0,0.6,25.0,12.0,8.0,1,,,53.05,"All Products, Hardware, Hardware > Painting & Decorating","bricklaying trowel, mortar trowel, plasterer trowel, 8 inch trowel, impulse tools, masonry tools, grout trowel, construction trowel, diy tools, brick laying, plaster trowel, hardware tools",,https://www.carrimonline.co.za/wp-content/uploads/2021/05/Trowel-Brick-Ruby-handle.jpg,,,,,,,,,,Impulse,,,,,"Impulse 8"" Bricklaying Trowel with Ruby Handle - Professional-grade for mortar, grout & plaster work. R53.05. Shop now!"
,simple,F03574,"Trowel Bricklaying Ruby Handle 10""",1,,visible,"Professional 10"" bricklaying trowel with comfortable ruby handle for masonry work.","The Impulse 10"" Trowel with Ruby Handle is an essential tool for bricklaying, plastering, and masonry work. Featuring a comfortable ruby-coloured handle designed for extended use, this trowel delivers precise application and smooth finishing on cement, mortar, and render. Built for durability and professional results on both residential and commercial projects.",,,taxable,,1,453,3,0,0,0.65,27.0,12.0,6.0,1,,,57.88,"All Products, Hardware, Hardware > Painting & Decorating","trowel, bricklaying, masonry, plastering, cement trowel, mortar trowel, impulse tools, render trowel, hand tools, construction tools, diy tools, building supplies",,https://www.carrimonline.co.za/wp-content/uploads/2021/05/Trowel-Brick-Ruby-handle.jpg,,,,,,,,,,Impulse,,,,,"Impulse 10"" Trowel with Ruby Handle - professional bricklaying & masonry tool. R57.88. Durable for cement, mortar & render work."
,simple,F03525,Trowel Plain Blue Plastic Handle,1,,visible,Durable ALCO trowel with blue plastic handle for plastering and decorating.,"The ALCO Trowel with Plain Blue Plastic Handle is an essential tool for any painting, plastering, or decorating project. Featuring a comfortable plastic grip and durable steel blade, this trowel delivers precision and control for spreading compounds, grout, or paint smoothly. Ideal for both professional tradespeople and DIY enthusiasts tackling interior finishes.",,,taxable,,1,965,3,0,0,0.6,32.0,12.0,8.0,1,,,40.17,"All Products, Hardware, Hardware > Painting & Decorating","trowel, painting tools, decorating, plastering, grout application, diy tools, homeware, alco brand, blue handle, construction tools, finishing tools, hand tools",,https://www.yokotatools.com/wp-content/uploads/10-1.webp,,,,,,,,,,ALCO,,,,,"ALCO Trowel with blue plastic handle - essential for painting, plastering & decorating projects. Durable steel blade, comfortable grip. R38.56"
,simple,F03572,Trowel Plain Rubber Handle Better Quality,1,,visible,Durable ALCO trowel with comfortable rubber handle for plastering and decorating work.,"The ALCO Trowel with Plain Rubber Handle is a durable, better quality tool essential for any painting and decorating project. Featuring a comfortable rubber grip for extended use and a reliable steel blade, this trowel is perfect for spreading plaster, putty, and joint compound on walls and ceilings. At an affordable price point, it's an ideal choice for both DIY enthusiasts and professional builders.",,,taxable,,1,25,3,0,0,0.575,32.0,12.0,8.0,1,,,48.22,"All Products, Hardware, Hardware > Painting & Decorating","trowel, painting tools, decorating, plaster trowel, rubber handle, putty knife, wall finishing, diy tools, home improvement, construction tools, painting supplies, hardware",,https://awtools.pl/70055-large_default/stainless-steel-trowel-280mm-alu-shank-rubber-handle.jpg,,,,,,,,,,ALCO,,,,,"ALCO Trowel Plain Rubber Handle - Quality plastering & decorating tool. Durable steel blade, comfortable grip. Only R45.0 at your trusted SA hardware store"
,simple,F03110,"Paint Brush Green Plastic Handle DIY 1"" - 25MM",1,,visible,"ALCO 1"" paint brush with green plastic handle for precise DIY painting.","The ALCO 1"" (25MM) Paint Brush features a comfortable green plastic handle designed for precise control during interior and exterior painting projects. With quality bristles that hold paint effectively, this brush is ideal for detailed work on walls, trim, and furniture. Perfect for DIY enthusiasts tackling home improvement tasks across South Africa.",,,taxable,,1,568,3,0,0,0.08,28.0,5.0,4.0,1,,,6.91,"All Products, Hardware, Hardware > Painting & Decorating","paint brush, 25mm brush, alco brush, diy painting, interior painting, exterior paint, home improvement, decorating brush, plastic handle brush, painting tools, hardware, south africa",,https://image.made-in-china.com/2f0j00MeZiwoPCrWgE/MSN-Quality-Plastic-Handle-Paint-Brush-Artist-Paint-Brush-Green.jpg,,,,,,,,,,ALCO,,,,,"ALCO 1"" (25MM) Paint Brush with green plastic handle. Quality bristles for DIY painting projects. Affordable at R6.44."
,simple,F03112,"Paint Brush Green Plastic Handle DIY 2"" - 50MM",1,,visible,ALCO 50mm paint brush with green plastic handle for precision painting.,"The ALCO 50mm paint brush features a comfortable green plastic handle designed for smooth, even paint application on walls, furniture, and trim work. Its 2-inch width is ideal for detail work and smaller surfaces, while the quality bristles ensure professional results for both DIY enthusiasts and experienced painters.",,,taxable,,1,696,3,0,0,0.08,27.0,6.0,4.0,1,,,14.47,"All Products, Hardware, Hardware > Painting & Decorating","paint brush, 50mm brush, 2 inch brush, diy painting, wall painting, furniture painting, trim brush, alco tools, painting supplies, homeware, decorating tools, green handle",,https://image.made-in-china.com/2f0j00MeZiwoPCrWgE/MSN-Quality-Plastic-Handle-Paint-Brush-Artist-Paint-Brush-Green.jpg,,,,,,,,,,ALCO,,,,,ALCO 50mm paint brush with green plastic handle. Perfect for DIY painting projects. R14.47. Quality bristles for smooth application.
