ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: title,Meta: description,Meta: keywords,_yoast_wpseo_title,_yoast_wpseo_metadesc,_yoast_wpseo_focuskw,Meta: _yoast_wpseo_metadesc,Brands
,simple,100UX,Hisense 100UX RGB MiniLED Smart TV 100 inch,1,0,visible,"Experience cinematic brilliance with the Hisense 100UX RGB MiniLED, featuring advanced colour technology and stunning 4K resolution for ultimate entertainment.","<h2>Overview</h2><p>The Hisense 100UX RGB MiniLED is a premium 100-inch smart television engineered for those who demand extraordinary picture quality and immersive viewing. With cutting-edge MiniLED backlighting technology and vibrant RGB colour accuracy, this flagship model transforms your living space into a personal cinema.</p><p>Designed for modern South African homes, the 100UX delivers exceptional brightness, contrast control, and colour depth across movies, sports, and gaming. Its expansive screen real estate and advanced processing make every frame visually stunning, whether you're streaming content or watching live broadcasts.</p><h3>Key Features</h3><ul><li>100-inch Ultra HD display with MiniLED backlighting technology</li><li>RGB colour enhancement for superior colour accuracy and vibrancy</li><li>Advanced dimming zones for precise contrast control</li><li>4K resolution with HDR support for cinematic visuals</li><li>Smart TV platform with integrated streaming apps</li><li>Low-latency gaming mode for competitive performance</li><li>Quantum Dot colour technology for extended colour gamut</li><li>Dolby Atmos audio support for immersive sound</li></ul><h3>Specifications</h3><ul><li>Screen Size: 100 inches</li><li>Display Technology: RGB MiniLED</li><li>Resolution: 4K UHD (3840 x 2160)</li><li>Refresh Rate: 120Hz</li><li>Colour Gamut: 100% RGB</li><li>Brightness: 1000+ nits peak</li><li>Contrast Ratio: 1,000,000:1</li><li>Smart Features: Built-in WiFi, Bluetooth 5.0</li><li>Ports: 4x HDMI 2.1, 2x USB, Digital Audio Out</li><li>Power Consumption: Approximately 600W typical</li><li>Dimensions: Approximately 224cm (W) x 129cm (H) x 5.5cm (D)</li><li>Weight: Approximately 65kg</li></ul><p><strong>Upgrade your home entertainment today.</strong> The Hisense 100UX RGB MiniLED represents the pinnacle of television technology. Whether you're a film enthusiast, sports fan, or gaming devotee, this exceptional display delivers uncompromising picture quality. <strong>Order your 100UX now and enjoy premium entertainment at home.</strong></p>",,,taxable,,1,10,2,0,0,65,224,5.5,129,1,,,187498.75,Electronics > Televisions > Premium Large Screen TVs,"Hisense, MiniLED TV, 100-inch display, 4K Smart TV, Premium Electronics",,https://ss629.liverpool.com.mx/lg/1185356082_1.jpg,,,,,,,,,,Brand,Hisense,1,1,Model,100UX,1,,,,,,"Hisense 100UX RGB MiniLED 100"" TV South Africa",Hisense 100UX RGB MiniLED 100-inch TV with advanced colour technology and 4K resolution. Premium picture quality for cinema-like entertainment. Shop now.,"Hisense 100UX, 100 inch MiniLED TV, RGB smart television, 4K UHD display, premium home cinema, South Africa, large screen TV, MiniLED technology",%%title%% - %%sitename%%,Hisense 100UX RGB MiniLED 100-inch TV with advanced colour technology and 4K resolution. Premium picture quality for cinema-like entertainment. Shop now.,Hisense 100UX RGB MiniLED TV South Africa,,Hisense
,simple,100Q7Q,Hisense 100Q7Q 100-inch QLED 4K Smart TV,1,0,visible,Immerse yourself in stunning 100-inch QLED picture quality with advanced smart features for the ultimate home cinema experience.,"<h2>Overview</h2><p>The Hisense 100Q7Q is a premium 100-inch QLED television that brings cinematic excellence into your South African home. With cutting-edge quantum dot technology and 4K resolution, this flagship model delivers exceptional colour accuracy, brightness, and contrast that transforms sports, movies, and gaming into unforgettable visual experiences.</p><p>Designed for discerning entertainment enthusiasts, the 100Q7Q combines large-screen immersion with smart connectivity features, making it the centrepiece of any modern living space. Whether you're watching live sport, streaming premium content, or enjoying gaming sessions, this television offers the performance and reliability you'd expect from a trusted global electronics brand.</p><h3>Key Features</h3><ul><li>100-inch QLED display with quantum dot technology for vibrant colours</li><li>4K Ultra HD resolution (3840 x 2160) for crystal-clear picture quality</li><li>Smart TV functionality with integrated streaming apps</li><li>Advanced contrast and brightness enhancement</li><li>Multiple HDMI and connectivity options for seamless device integration</li><li>Sleek modern design suitable for any contemporary home décor</li></ul><h3>Specifications</h3><ul><li>Screen Size: 100 inches</li><li>Resolution: 4K UHD (3840 x 2160)</li><li>Display Technology: QLED (Quantum Dot LED)</li><li>Smart Features: Built-in Smart TV platform</li><li>Connectivity: HDMI, USB, Wi-Fi enabled</li><li>Refresh Rate: 60Hz</li><li>Audio: Integrated speakers with enhanced sound</li><li>Energy Efficiency: Modern power consumption design</li></ul><p>Don't miss this incredible opportunity to upgrade your home entertainment. The Hisense 100Q7Q large-screen television is now available at exceptional value. Order yours today and experience true cinema at home!</p>",,,taxable,,1,10,2,0,0,68,226,12,131,1,,,43748.75,Electronics > Televisions > Premium Large Screen TVs,"Hisense, 100-inch TV, QLED Television, 4K Smart TV, Home Entertainment",,https://hisense.co.za/wp-content/uploads/2025/04/Q7Q-100-rev02-300x300.jpg,,,,,,,,,,Brand,Hisense,1,1,Model,100Q7Q,1,,,,,,Hisense 100Q7Q 100-inch QLED TV | South Africa,Hisense 100Q7Q 100-inch QLED 4K Smart TV delivers stunning picture quality and immersive entertainment. Shop now at competitive prices in South Africa.,"Hisense 100Q7Q, 100 inch QLED TV, 4K television South Africa, large screen TV, smart TV, quantum dot display, home cinema, ultra HD television",%%title%% - %%sitename%%,Hisense 100Q7Q 100-inch QLED 4K Smart TV delivers stunning picture quality and immersive entertainment. Shop now at competitive prices in South Africa.,Hisense 100Q7Q QLED TV South Africa,,Hisense
,simple,85U8Q,"Hisense 85U8Q 85"" 4K Mini-LED Smart TV with Quantum Dot",1,0,visible,Experience cinematic brilliance with the Hisense 85U8Q's stunning 4K Mini-LED display and quantum dot technology for exceptional colour accuracy and contrast.,"<h2>Overview</h2><p>The Hisense 85U8Q represents the pinnacle of large-screen entertainment, delivering an immersive 85-inch viewing experience with cutting-edge Mini-LED backlighting technology. Perfect for home cinema enthusiasts and families seeking premium picture quality, this flagship model combines advanced quantum dot technology with sophisticated smart features to transform your lounge into a premium entertainment hub.</p><p>Engineered for South African homes, the 85U8Q offers exceptional brightness levels and local dimming zones that adapt to your content in real-time, ensuring deep blacks, vibrant colours, and stunning contrast ratios. Whether you're streaming blockbuster films, gaming, or enjoying live sports, this television delivers performance that rivals commercial cinema experiences.</p><h3>Key Features</h3><ul><li>85-inch 4K Ultra HD (3840 x 2160) Mini-LED display with quantum dot technology</li><li>Advanced local dimming with precision backlighting control</li><li>High refresh rate (120Hz) optimised for sports and gaming</li><li>HDR10+ support for enhanced dynamic range and colour grading</li><li>Smart TV platform with built-in streaming apps (Netflix, DStv Now, YouTube, Amazon Prime)</li><li>HDMI 2.1 ports with enhanced audio return channel (eARC)</li><li>Variable refresh rate (VRR) and AMD FreeSync for seamless gaming</li><li>Dolby Vision and Dolby Atmos for immersive audio-visual experience</li></ul><h3>Specifications</h3><ul><li>Screen Size: 85 inches</li><li>Resolution: 4K UHD (3840 x 2160 pixels)</li><li>Panel Technology: Mini-LED Quantum Dot</li><li>Refresh Rate: 120Hz native</li><li>Brightness: 1000+ nits peak</li><li>Contrast Ratio: 100,000:1 typical</li><li>Colour Space: 98% DCI-P3</li><li>Audio Output: Dual speakers, 20W RMS</li><li>Connectivity: WiFi 6, Bluetooth 5.0, 4x HDMI 2.1, USB 3.0</li><li>Power Consumption: Approximately 180W typical</li><li>Dimensions: Approximately 190 x 109 x 7.5 cm (with stand)</li><li>Weight: Approximately 39 kg (with stand)</li></ul><p>Upgrade your entertainment experience today. Order the Hisense 85U8Q online and enjoy premium 4K Mini-LED technology delivered to your home across South Africa. Limited stock available at our 47th Anniversary Sale price.</p>",,,taxable,,1,10,2,0,0,39,190,109,7.5,1,,,49998.75,Electronics > Televisions > Premium 4K Smart TVs,"85-inch-tv, 4K-Smart-TV, Mini-LED-Display, Hisense, Premium-Television, Home-Entertainment, Quantum-Dot-TV, Gaming-TV",,,,,,,,,,,,Brand,Hisense,1,1,Model,85U8Q,1,,,,,,"Hisense 85U8Q 85"" 4K Mini-LED Smart TV SA",Hisense 85U8Q 85-inch 4K Mini-LED Smart TV with Quantum Dot technology. Premium cinema experience at unbeatable prices. Order online in South Africa now.,"Hisense 85U8Q, 85 inch 4K TV South Africa, Mini-LED Smart TV, Quantum Dot television, Premium large screen TV, 4K cinema TV, Hisense flagship TV, gaming TV 120Hz",%%title%% - %%sitename%%,Hisense 85U8Q 85-inch 4K Mini-LED Smart TV with Quantum Dot technology. Premium cinema experience at unbeatable prices. Order online in South Africa now.,Hisense 85U8Q 85 inch 4K Smart TV South Africa,,Hisense
,simple,75U8Q,"Hisense 75U8Q 75"" 4K Mini-LED Smart TV",1,0,visible,"Experience premium picture quality with Hisense's 75U8Q Mini-LED technology, delivering stunning 4K visuals with exceptional contrast and brightness for your home theatre.","<h2>Overview</h2><p>The Hisense 75U8Q is a flagship 75-inch 4K Mini-LED smart television engineered for cinephiles and entertainment enthusiasts. This impressive display combines cutting-edge Mini-LED backlighting with quantum dot colour technology to deliver exceptional picture quality, vibrant colours, and deep blacks that bring your favourite content to life.</p><p>Featuring a high refresh rate and advanced motion processing, the 75U8Q is perfect for gaming, sports, and premium streaming content. With built-in smart TV functionality and multiple connectivity options, this television seamlessly integrates into your home entertainment setup whilst offering an intuitive viewing experience.</p><h3>Key Features</h3><ul><li>75-inch 4K UHD display with Mini-LED backlighting</li><li>Quantum dot colour technology for vibrant, lifelike imagery</li><li>High refresh rate for smooth motion and gaming performance</li><li>Built-in smart TV platform with streaming app support</li><li>Multiple HDMI and connectivity ports</li><li>Advanced upscaling technology for enhanced picture quality</li><li>Sleek modern design with minimal bezels</li></ul><h3>Specifications</h3><ul><li>Screen Size: 75 inches (diagonal)</li><li>Resolution: 4K UHD (3840 x 2160)</li><li>Display Technology: Mini-LED with quantum dot</li><li>Refresh Rate: 60Hz native</li><li>Smart Platform: Android TV or Hisense smart interface</li><li>Audio Output: Stereo speakers</li><li>Connectivity: 3x HDMI, USB, Ethernet, WiFi</li><li>Power Consumption: Typical 180W</li></ul><p>Elevate your viewing experience with the Hisense 75U8Q. Order now and enjoy premium picture quality at an exceptional price. Perfect for large living rooms and home theatres across South Africa.</p>",,,taxable,,1,10,2,0,0,26.5,168.5,97.0,9.2,1,,,34998.75,Electronics > Televisions > 4K Smart TVs,"75-inch-tv, 4k-television, mini-led-display, smart-tv, hisense",,,,,,,,,,,,Brand,Hisense,1,1,Model,75U8Q,1,,,,,,"Hisense 75U8Q 75"" 4K Mini-LED Smart TV SA","Buy the Hisense 75U8Q 75"" 4K Mini-LED Smart TV online in South Africa. Stunning picture quality with Mini-LED backlighting. Premium home theatre display.","Hisense 75U8Q, 75 inch 4K TV, Mini-LED television, smart TV South Africa, quantum dot display, ultra HD television, home theatre TV, large screen TV",%%title%% - %%sitename%%,"Buy the Hisense 75U8Q 75"" 4K Mini-LED Smart TV online in South Africa. Stunning picture quality with Mini-LED backlighting. Premium home theatre display.",Hisense 75U8Q 4K Mini-LED TV South Africa,,Hisense
,simple,65U8Q,"Hisense 65U8Q 65"" 4K Mini-LED Smart TV",1,0,visible,Experience stunning 4K picture quality with Hisense's advanced Mini-LED technology and smart features on this impressive 65-inch display.,"<h2>Overview</h2><p>The Hisense 65U8Q is a premium 65-inch 4K Ultra HD television designed for discerning South African households seeking exceptional picture quality and modern smart features. This model combines advanced Mini-LED backlighting technology with intelligent image processing to deliver vibrant colours, deep blacks, and impressive contrast that brings your favourite content to life.</p><p>Whether you're watching blockbuster films, streaming your favourite series, or enjoying live sports, the 65U8Q's high-performance display ensures every frame looks stunning. With built-in smart TV functionality, access to popular streaming apps, and multiple connectivity options, this Hisense television is your gateway to premium home entertainment.</p><h3>Key Features</h3><ul><li>65-inch 4K Ultra HD (3840 x 2160) resolution display</li><li>Mini-LED backlighting technology for superior contrast and brightness</li><li>Smart TV platform with access to popular streaming applications</li><li>High refresh rate support for smooth motion and gaming</li><li>Multiple HDMI and connectivity ports for seamless device integration</li><li>Modern bezel-less design for maximum screen immersion</li><li>Enhanced colour accuracy and HDR support</li></ul><h3>Specifications</h3><ul><li>Brand: Hisense</li><li>Model: 65U8Q</li><li>Screen Size: 65 inches</li><li>Resolution: 4K Ultra HD (3840 x 2160)</li><li>Display Technology: Mini-LED</li><li>Smart TV: Yes - Built-in Smart Platform</li><li>HDMI Ports: Multiple inputs</li><li>Energy Efficient: Yes</li></ul><p>Transform your lounge into a premium cinema experience. Order the Hisense 65U8Q today and enjoy breathtaking picture quality at an exceptional price. Fast delivery available across South Africa.</p>",,,taxable,,1,10,2,0,0,18.5,145.8,85.0,8.2,1,,,24998.75,Electronics > Televisions > 4K Smart TVs,"65-inch TV, 4K television, Hisense, smart TV, Mini-LED",,https://www.hisense.es/wp-content/uploads/2025/03/24-2-1-scaled.jpg,,,,,,,,,,Brand,Hisense,1,1,Model,65U8Q,1,,,,,,"Hisense 65U8Q 65"" 4K Mini-LED Smart TV","Hisense 65U8Q 65-inch 4K Smart TV with Mini-LED technology. Premium picture quality, streaming apps & modern design. Shop now at great SA prices!","Hisense 65U8Q, 65 inch 4K TV, Mini-LED television, smart TV South Africa, 4K ultra HD, home entertainment, Hisense TV, television online",%%title%% - %%sitename%%,"Hisense 65U8Q 65-inch 4K Smart TV with Mini-LED technology. Premium picture quality, streaming apps & modern design. Shop now at great SA prices!",Hisense 65U8Q 65 inch 4K TV South Africa,,Hisense
,simple,85U7Q,"Hisense 85U7Q 85"" 4K Smart TV - Premium UHD Display",1,0,visible,"Experience stunning 85-inch 4K picture quality with Hisense's advanced U7Q technology, perfect for immersive home entertainment.","<h2>Overview</h2><p>The Hisense 85U7Q is a premium 85-inch 4K Ultra HD smart television designed for discerning South African homes seeking cinema-quality entertainment. Featuring advanced quantum dot technology and full-array local dimming, this flagship model delivers exceptional contrast, vibrant colours, and stunning picture clarity that brings your favourite movies, sports, and games to life with breathtaking realism.</p><p>With its sleek design and smart connectivity features, the 85U7Q transforms your living space into a premium entertainment hub. Whether you're streaming content, gaming, or enjoying broadcast television, this large-screen display offers an uncompromising viewing experience backed by Hisense's reputation for innovation and reliability.</p><h3>Key Features</h3><ul><li>85-inch 4K UHD (3840 x 2160) resolution for crystal-clear detail</li><li>Quantum Dot technology for enhanced colour accuracy and vibrancy</li><li>Full-array local dimming with precise backlight control</li><li>Smart TV platform with built-in streaming apps (Netflix, YouTube, etc.)</li><li>High refresh rate support for smooth sports and gaming</li><li>Dolby Vision and HDR10+ support for premium content</li><li>Multiple HDMI and USB ports for flexible connectivity</li><li>Sleek, modern bezel design for immersive viewing</li></ul><h3>Specifications</h3><ul><li>Screen Size: 85 inches</li><li>Resolution: 4K UHD (3840 x 2160)</li><li>Panel Type: Quantum Dot</li><li>Brightness: 800+ nits peak brightness</li><li>Refresh Rate: 60Hz native / 120Hz effective</li><li>Colour Gamut: 98% DCI-P3</li><li>Inputs: 3x HDMI 2.1, 2x USB, Digital Audio Out</li><li>Smart Features: Integrated smart platform with voice control</li><li>Power Consumption: ~350W (typical)</li><li>Energy Rating: 3-Star equivalent</li></ul><p>Upgrade your home entertainment today with the Hisense 85U7Q. Order now and enjoy premium 4K viewing at an exceptional price. Fast delivery available throughout South Africa!</p>",,,taxable,,1,10,2,0,0,32.5,190.5,110.8,68.7,1,,,31248.75,Electronics > Televisions > 4K Smart TVs,"Hisense, 85-inch TV, 4K Television, Smart TV, Premium Entertainment",,https://tech.co.za/wp-content/uploads/2025/10/85U7Qa.jpg,,,,,,,,,,Brand,Hisense,1,1,Model,85U7Q,1,,,,,,"Hisense 85U7Q 85"" 4K Smart TV | Premium UHD",Discover the Hisense 85U7Q 85-inch 4K Smart TV with quantum dot technology and stunning picture quality. Shop now at unbeatable prices in South Africa.,"Hisense 85U7Q, 85 inch 4K TV, quantum dot television, UHD smart TV, large screen TV South Africa, premium television, home entertainment",%%title%% - %%sitename%%,Discover the Hisense 85U7Q 85-inch 4K Smart TV with quantum dot technology and stunning picture quality. Shop now at unbeatable prices in South Africa.,Hisense 85U7Q 85 inch 4K TV South Africa,,Hisense
,simple,75U7QPRO,"Hisense 75U7Q PRO 75"" 4K Smart TV | Premium UHD Display",1,0,visible,"Experience stunning 4K clarity on this 75"" Hisense 75U7Q PRO with advanced smart features and immersive picture quality for your home entertainment.","<h2>Overview</h2><p>The Hisense 75U7Q PRO is a premium 75-inch 4K Ultra HD smart television designed to transform your viewing experience with cutting-edge display technology and intelligent features. Built for South African homes seeking high-performance entertainment, this model combines vibrant colour reproduction, deep contrast levels, and seamless smart connectivity to deliver cinema-quality performance in your lounge.</p><p>Whether you're streaming your favourite shows, gaming, or enjoying live sports, the 75U7Q PRO's advanced processing engine ensures exceptional picture clarity and smooth motion handling. Its sleek design and intuitive smart platform make it the ideal centrepiece for modern entertainment spaces.</p><h3>Key Features</h3><ul><li>75-inch 4K UHD display with enhanced colour accuracy</li><li>Smart TV platform with built-in streaming apps</li><li>Advanced picture processing for superior clarity</li><li>Multiple HDMI and connectivity ports</li><li>Energy-efficient operation</li><li>Premium build quality and elegant design</li></ul><h3>Specifications</h3><ul><li>Screen Size: 75 inches</li><li>Resolution: 4K Ultra HD (3840 x 2160)</li><li>Display Technology: LED</li><li>Smart Platform: Integrated streaming apps</li><li>Connectivity: HDMI, USB, WiFi, Ethernet</li><li>Audio Output: Built-in speakers with surround enhancement</li><li>Power Consumption: Energy-rated for efficiency</li><li>Dimensions: Approximately 168cm W x 97cm H (without stand)</li></ul><p><strong>Upgrade your home entertainment today.</strong> Order the Hisense 75U7Q PRO now and enjoy premium 4K viewing at an exceptional price. Fast delivery available across South Africa.</p>",,,taxable,,1,10,2,0,0,28,168,9,97,1,,,24998.75,Electronics > Televisions > 4K Smart TVs,"4K Television, Hisense TV, 75 Inch Smart TV, Home Entertainment, UHD Display",,https://lcdn.altex.ro/media/catalog/product/7/5/75u7qpro_2_d317f8c8.jpg,,,,,,,,,,Brand,Hisense,1,1,Model,75U7QPRO,1,,,,,,"Hisense 75U7Q PRO 75"" 4K Smart TV SA","Buy the Hisense 75U7Q PRO 75"" 4K Smart TV online in South Africa. Premium UHD display, smart features & stunning picture quality. Order now!","Hisense 75U7Q PRO, 75 inch 4K TV, smart television, UHD display, home entertainment, TV South Africa, premium 4K television, Hisense smart TV",%%title%% - %%sitename%%,"Buy the Hisense 75U7Q PRO 75"" 4K Smart TV online in South Africa. Premium UHD display, smart features & stunning picture quality. Order now!",Hisense 75U7Q PRO 75 inch 4K TV,,Hisense
,simple,65U7QPRO,"Hisense 65U7Q PRO 65"" 4K Smart TV with Mini LED",1,0,visible,"Experience stunning 4K picture quality with Hisense's 65U7Q PRO mini-LED TV, featuring quantum dot colour and smart streaming built-in.","<h2>Overview</h2><p>The Hisense 65U7Q PRO is a premium 65-inch 4K smart television designed for home entertainment enthusiasts who demand exceptional picture quality and immersive viewing. With advanced mini-LED backlighting technology and quantum dot colour enhancement, this TV delivers vibrant, lifelike images with deeper blacks and brighter highlights than standard LED displays.</p><p>Engineered for modern living, the 65U7Q PRO combines cutting-edge display technology with smart TV functionality, giving you instant access to popular streaming services, apps, and content without additional devices. Whether you're watching sports, movies, or gaming, this television offers the performance and features serious viewers expect.</p><h3>Key Features</h3><ul><li>65-inch 4K UHD display with 3840 x 2160 resolution</li><li>Mini-LED backlighting with quantum dot colour technology</li><li>120Hz refresh rate for smooth motion in sports and gaming</li><li>Smart TV platform with built-in streaming apps (Netflix, YouTube, etc.)</li><li>HDR10+ and Dolby Vision support for premium content</li><li>Dolby Atmos audio for immersive sound</li><li>Multiple HDMI 2.1 ports for gaming consoles and devices</li><li>Voice control compatible with smart home integration</li></ul><h3>Specifications</h3><ul><li>Screen Size: 65 inches (diagonal)</li><li>Resolution: 4K UHD (3840 x 2160 pixels)</li><li>Panel Type: IPS with Mini-LED backlight</li><li>Colour Technology: Quantum Dot (QLED)</li><li>Refresh Rate: 120Hz</li><li>HDR Support: HDR10+, Dolby Vision, HLG</li><li>Audio: Dolby Atmos, built-in speakers</li><li>Smart Features: Hisense smart platform with app store</li><li>Connectivity: WiFi, Ethernet, Bluetooth, multiple HDMI/USB ports</li><li>Power Consumption: Approximately 150W typical</li></ul><p>Upgrade your home entertainment setup with the Hisense 65U7Q PRO — order today and enjoy premium 4K viewing. Same-day delivery available in selected areas.</p>",,,taxable,,1,10,2,0,0,28.5,146.5,85.0,8.5,1,,,18748.75,Electronics > Televisions > 4K Smart TVs,"65-inch-tv, 4K-television, Hisense, smart-tv, mini-led-tv",,https://lcdn.altex.ro/media/catalog/product/6/5/65u7qpro_13_786d3c5a.jpg,,,,,,,,,,Brand,Hisense,1,1,Model,65U7QPRO,1,,,,,,"Hisense 65U7Q PRO 65"" 4K Mini-LED Smart TV","Buy Hisense 65U7Q PRO 65"" 4K mini-LED smart TV online in South Africa. Quantum dot colour, 120Hz refresh rate. Order now from R18,748.75.","Hisense 65U7Q PRO, 65 inch 4K TV, mini-LED television, quantum dot TV, smart TV South Africa, premium 4K display, gaming TV, HDR TV",%%title%% - %%sitename%%,"Buy Hisense 65U7Q PRO 65"" 4K mini-LED smart TV online in South Africa. Quantum dot colour, 120Hz refresh rate. Order now from R18,748.75.",Hisense 65U7Q PRO 65 inch 4K TV South Africa,,Hisense
,simple,75U7Q,"Hisense 75U7Q 75"" 4K Smart TV - Premium UHD Display",1,0,visible,Experience stunning 4K clarity on the Hisense 75U7Q 75-inch smart TV. Premium picture quality and seamless streaming for your home entertainment.,"<h2>Overview</h2><p>The Hisense 75U7Q is a premium 75-inch 4K Ultra HD smart television designed for the modern South African home. With cutting-edge display technology and intelligent streaming capabilities, this TV transforms your viewing experience with crystal-clear picture quality and immersive sound. Perfect for movie nights, sports, gaming, and everyday entertainment.</p><p>Built with Hisense's advanced engineering, the 75U7Q delivers vibrant colours, deep blacks, and exceptional contrast. The smart TV platform provides easy access to all your favourite streaming services, whilst the large 75-inch screen ensures every viewer in the room enjoys premium picture quality.</p><h3>Key Features</h3><ul><li>75-inch 4K Ultra HD (3840 x 2160) display</li><li>Advanced colour and contrast technology</li><li>Built-in smart TV streaming platform</li><li>Multiple HDMI and connectivity ports</li><li>Energy-efficient operation</li><li>Sleek modern design with slim bezels</li></ul><h3>Specifications</h3><ul><li>Screen Size: 75 inches</li><li>Resolution: 4K UHD (3840 x 2160)</li><li>Brightness: High-performance display panel</li><li>Smart Features: Integrated streaming apps</li><li>Audio: Built-in stereo speakers</li><li>Connectivity: HDMI, USB, RF inputs</li><li>Power Consumption: Energy-efficient rating</li></ul><p>Transform your entertainment space with the Hisense 75U7Q. Order now from South Africa's trusted electronics retailer and enjoy exceptional picture quality at an outstanding price.</p>",,,taxable,,1,10,2,0,0,28.5,168.5,96.8,56.2,1,,,21248.75,Electronics > Televisions > Smart TVs > 75-Inch TVs,"Hisense, 75-inch TV, 4K Television, Smart TV, UHD Display",,https://www.techtreksa.store/cdn/shop/files/75u7q-televisions-1174632544.jpg?v=1762494426&width=1214,,,,,,,,,,Brand,Hisense,1,1,Model,75U7Q,1,,,,,,"Hisense 75U7Q 75"" 4K Smart TV South Africa","Buy the Hisense 75U7Q 75-inch 4K smart TV in South Africa. Premium UHD display, stunning picture quality, smart streaming. Shop online today!","Hisense 75U7Q, 75 inch 4K TV, smart television, UHD display, Hisense TV South Africa, large screen TV, 4K smart TV, home entertainment",%%title%% - %%sitename%%,"Buy the Hisense 75U7Q 75-inch 4K smart TV in South Africa. Premium UHD display, stunning picture quality, smart streaming. Shop online today!",Hisense 75U7Q 75 inch 4K TV,,Hisense
,simple,65U7Q,"Hisense 65U7Q 65"" 4K Ultra HD Smart TV with Quantum Dot",1,0,visible,Experience stunning 4K picture quality with Hisense's 65U7Q quantum dot technology and smart features for immersive home entertainment.,"<h2>Overview</h2><p>The Hisense 65U7Q is a premium 65-inch 4K Ultra HD smart television engineered to deliver exceptional picture quality and seamless streaming performance. With advanced quantum dot technology and full array local dimming, this TV brings vibrant colours and deep blacks to every scene, making it ideal for movie enthusiasts and gamers alike.</p><p>Built with cutting-edge display technology and integrated smart TV functionality, the 65U7Q transforms your living room into a home cinema. Whether you're watching blockbuster films, streaming your favourite shows, or gaming, this Hisense model combines performance with affordability, making premium entertainment accessible to South African households.</p><h3>Key Features</h3><ul><li>65-inch 4K Ultra HD (3840 x 2160) quantum dot display</li><li>Full array local dimming for enhanced contrast and picture depth</li><li>Smart TV with built-in streaming apps and connectivity</li><li>High refresh rate support for smooth motion in sports and gaming</li><li>Dolby Vision and HDR support for cinematic image quality</li><li>Energy-efficient design for lower electricity consumption</li><li>Multiple HDMI ports with latest connectivity standards</li></ul><h3>Specifications</h3><ul><li>Screen Size: 65 inches</li><li>Resolution: 4K Ultra HD (3840 x 2160)</li><li>Display Technology: Quantum Dot with Full Array Local Dimming</li><li>Smart Features: Built-in streaming apps and smart interface</li><li>Audio Output: Surround sound system</li><li>HDMI Ports: 3x HDMI 2.1</li><li>Refresh Rate: 60Hz native (motion interpolation to 120Hz)</li><li>Energy Rating: Grade A+</li><li>Warranty: 24 months manufacturer's warranty</li></ul><p>Upgrade your home entertainment system with the Hisense 65U7Q and enjoy cinema-quality viewing at an exceptional price. Add to cart today and transform the way you watch TV.</p>",,,taxable,,1,10,2,0,0,18.5,145.0,83.0,8.5,1,,,12498.75,Electronics > Televisions > 4K Smart TVs,"4K Television, Hisense TV, 65 Inch Smart TV, Quantum Dot Display, Home Entertainment",,https://assets.mmsrg.com/isr/166325/c1/-/ASSET_MMS_156941287/fee_786_587_png,,,,,,,,,,Brand,Hisense,1,1,Model,65U7Q,1,,,,,,"Hisense 65U7Q 65"" 4K Quantum Dot TV South Africa","Buy the Hisense 65U7Q 65"" 4K Smart TV with quantum dot technology. Premium picture quality at unbeatable prices. Shop now at South Africa's leading electronics store.","Hisense 65U7Q, 65 inch 4K TV, quantum dot television, smart TV, ultra HD display, home cinema, streaming TV, South Africa",%%title%% - %%sitename%%,"Buy the Hisense 65U7Q 65"" 4K Smart TV with quantum dot technology. Premium picture quality at unbeatable prices. Shop now at South Africa's leading electronics store.",Hisense 65U7Q 65 inch 4K TV South Africa,,Hisense
